"ACCIDENT_NO","NODE_ID","COMPLEX_INT_NO"
"T20090002525","57,966","103,948"
"T20090002663","52,494","1,024"
"T20090002687","29,920","7,826"
"T20090002830","45,881","1,030"
"T20090002998","29,416","9,375"
"T20090003073","35,642","6,766"
"T20090003076","42,460","6,194"
"T20090003100","57,985","105,635"
"T20090003147","39,191","5,166"
"T20090003165","1,231","100,784"
"T20090003272","84","5,272"
"T20090003274","37,583","9,452"
"T20090003351","35,069","9,341"
"T20090003411","58,068","9,577"
"T20090003443","57,986","105,942"
"T20090003496","57,987","9,131"
"T20090003498","57,357","103,176"
"T20090003513","64,988","5,174"
"T20090003590","29,887","1,002"
"T20090003667","49,691","7,616"
"T20090003748","29,922","9,194"
"T20090003765","57,937","1,346"
"T20090003784","57,573","6,016"
"T20090003831","15,439","7,850"
"T20090003843","43,081","6,236"
"T20090003979","369","9,479"
"T20090004053","58,082","104,817"
"T20090004092","36,041","9,156"
"T20090004095","49,404","7,552"
"T20090004104","58,069","100,022"
"T20090004121","58,031","103,566"
"T20090004223","52,110","1,153"
"T20090004267","57,577","6,023"
"T20090004298","43,095","6,220"
"T20090004382","38,377","5,114"
"T20090004386","46,819","9,477"
"T20090004645","56,369","104,621"
"T20090004683","41,910","5,791"
"T20090004688","43,772","8,861"
"T20090004797","58,013","103,940"
"T20090004804","15,456","7,891"
"T20090004874","53,359","2,258"
"T20090004896","29,442","5,685"
"T20090004902","11","9,205"
"T20090004934","47,919","1,001"
"T20090004935","35,784","7,781"
"T20090004962","29,562","8,818"
"T20090005022","33,534","101,499"
"T20090005093","57,353","8,691"
"T20090005205","29,556","103,331"
"T20090005229","49,240","2,313"
"T20090005310","58,005","6,568"
"T20090005330","11,397","8,967"
"T20090005373","612","5,538"
"T20090005400","38,576","1,004"
"T20090005416","846","106,069"
"T20090005433","57,489","5,419"
"T20090005438","49,240","2,313"
"T20090005538","38,098","9,032"
"T20090005564","57,709","9,390"
"T20090005685","32,012","5,538"
"T20090005794","58,029","7,796"
"T20090005827","37,200","9,380"
"T20090005828","35,939","9,057"
"T20090005908","228","9,406"
"T20090005932","57,538","5,762"
"T20090005932","57,538","100,943"
"T20090005991","929","6,605"
"T20090005995","58,053","105,654"
"T20090006022","46,543","1,004"
"T20090006052","46,405","9,065"
"T20090006119","67,813","9,536"
"T20090006145","84","5,272"
"T20090006155","58,034","9,305"
"T20090006159","222,327","1,336"
"T20090006243","220,947","102,958"
"T20090006272","953","6,695"
"T20090006279","40,577","5,609"
"T20090006309","34,021","5,673"
"T20090006355","35,572","6,009"
"T20090006398","39,320","5,352"
"T20090006454","33,879","1,002"
"T20090006570","29,777","6,900"
"T20090006581","36,210","9,279"
"T20090006595","29,893","1,001"
"T20090006608","244,718","9,569"
"T20090006611","29,619","5,485"
"T20090006661","57,452","106,114"
"T20090006850","10,592","1,000"
"T20090006908","52,494","1,024"
"T20090006916","46,197","6,203"
"T20090006994","29,773","6,797"
"T20090007011","29,522","9,226"
"T20090007018","29,435","8,803"
"T20090007046","46,819","9,477"
"T20090007071","30,025","4,022"
"T20090007100","34,021","5,673"
"T20090007176","29,694","6,374"
"T20090007189","30,323","8,544"
"T20090007214","47,973","9,554"
"T20090007248","57,356","2,380"
"T20090007263","57,539","5,760"
"T20090007266","29,512","5,091"
"T20090007325","37,962","9,010"
"T20090007338","58,043","101,239"
"T20090007369","34,410","9,104"
"T20090007390","58,058","103,889"
"T20090007428","24,378","6,509"
"T20090007480","47,153","6,219"
"T20090007566","868","6,379"
"T20090007605","57,434","5,149"
"T20090007623","37,952","102,346"
"T20090007652","40,289","5,442"
"T20090007795","57,471","9,391"
"T20090007806","29,396","9,329"
"T20090007835","36,862","9,441"
"T20090007926","48,118","101,983"
"T20090008008","29,755","8,683"
"T20090008047","29,591","9,544"
"T20090008059","42,565","101,131"
"T20090008121","29,771","6,667"
"T20090008125","65,993","5,311"
"T20090008143","35,330","6,434"
"T20090008246","37,872","9,098"
"T20090008452","713","5,957"
"T20090008503","39,747","5,141"
"T20090008517","225,346","8,898"
"T20090008555","29,429","9,408"
"T20090008669","46,327","6,202"
"T20090008684","1,190","100,334"
"T20090008704","57,594","6,228"
"T20090008810","36,271","104,777"
"T20090008818","215","100,580"
"T20090008868","54,410","102,418"
"T20090008885","34,021","5,673"
"T20090008918","28,872","6,424"
"T20090008993","35,714","9,155"
"T20090009011","43,170","6,432"
"T20090009015","58,084","8,592"
"T20090009025","58,085","7,880"
"T20090009043","29,906","6,598"
"T20090009046","29,573","5,329"
"T20090009071","22,519","2,274"
"T20090009075","40,110","102,496"
"T20090009113","41,019","8,844"
"T20090009159","58,075","1,292"
"T20090009164","34,265","7,638"
"T20090009215","45,878","101,439"
"T20090009279","29,492","104,435"
"T20090009327","34,725","106,094"
"T20090009360","222,615","9,519"
"T20090009395","949","6,684"
"T20090009403","1,190","100,334"
"T20090009428","29,743","6,777"
"T20090009477","34,104","101,245"
"T20090009489","39,558","5,308"
"T20090009541","34,171","106,088"
"T20090009725","31,588","5,328"
"T20090009779","49,994","103,577"
"T20090009802","31,588","5,328"
"T20090009808","793","1,000"
"T20090009808","793","6,086"
"T20090009891","46,544","8,903"
"T20090009931","34,398","9,362"
"T20090009978","868","6,379"
"T20090010003","57,501","9,499"
"T20090010010","33,759","5,763"
"T20090010041","29,525","9,307"
"T20090010043","29,702","6,286"
"T20090010052","41,843","5,710"
"T20090010061","57,846","6,409"
"T20090010066","55,700","5,397"
"T20090010157","32,079","106,094"
"T20090010170","29,517","9,254"
"T20090010198","58,086","8,843"
"T20090010205","29,538","5,365"
"T20090010245","29,470","5,433"
"T20090010268","34,518","9,005"
"T20090010303","167","8,669"
"T20090010369","44,245","8,587"
"T20090010429","29,968","3,108"
"T20090010445","34,536","5,510"
"T20090010467","53,892","7,653"
"T20090010513","29,556","103,331"
"T20090010539","15,202","3,087"
"T20090010544","30,032","2,287"
"T20090010551","29,939","7,627"
"T20090010555","36,997","103,646"
"T20090010557","29,551","106,070"
"T20090010684","29,887","1,002"
"T20090010741","50,996","3,103"
"T20090010749","29,832","9,142"
"T20090010811","34,185","4,028"
"T20090010882","225,360","102,923"
"T20090010939","222,191","105,259"
"T20090010974","39,397","5,143"
"T20090011007","30,006","101,792"
"T20090011026","343","5,266"
"T20090011164","919","6,636"
"T20090011199","876","6,270"
"T20090011348","29,565","5,348"
"T20090011375","29,549","5,300"
"T20090011389","222,201","7,618"
"T20090011409","29,448","9,597"
"T20090011453","29,652","5,827"
"T20090011458","29,387","9,395"
"T20090011461","33,419","7,734"
"T20090011465","38,321","5,116"
"T20090011543","29,605","5,683"
"T20090011607","29,633","104,466"
"T20090011645","29,746","6,456"
"T20090011731","222,575","104,100"
"T20090011733","29,474","5,441"
"T20090011741","29,735","6,626"
"T20090011785","35,379","7,770"
"T20090011875","41,765","5,784"
"T20090011917","29,438","9,372"
"T20090011952","34,510","9,053"
"T20090011959","83","9,299"
"T20090011970","29,743","6,777"
"T20090012166","46,997","1,002"
"T20090012214","29,770","6,654"
"T20090012221","30,011","7,984"
"T20090012344","29,869","9,586"
"T20090012455","29,700","6,404"
"T20090012508","37,702","5,528"
"T20090012581","44,972","9,011"
"T20090012589","34,705","104,270"
"T20090012672","29,879","103,331"
"T20090012738","15,406","7,725"
"T20090012764","34,725","106,094"
"T20090012804","33,879","1,002"
"T20090012887","376","102,938"
"T20090012917","29,900","8,768"
"T20090012977","22,519","2,274"
"T20090012996","222,476","5,979"
"T20090013011","30,169","2,110"
"T20090013019","222,477","100,509"
"T20090013020","1,062","6,909"
"T20090013021","30,820","9,200"
"T20090013027","35,114","6,343"
"T20090013087","30,027","3,099"
"T20090013123","42,197","6,153"
"T20090013128","1,323","8,758"
"T20090013221","29,755","8,683"
"T20090013223","29,741","6,673"
"T20090013231","29,618","5,570"
"T20090013282","29,387","9,395"
"T20090013342","35,262","7,715"
"T20090013423","32,339","100,864"
"T20090013438","29,387","9,395"
"T20090013448","34,813","9,210"
"T20090013459","33,879","1,002"
"T20090013480","29,953","7,833"
"T20090013523","29,416","9,375"
"T20090013530","957","6,703"
"T20090013661","29,729","8,987"
"T20090013699","37,911","9,160"
"T20090013878","29,464","9,498"
"T20090013921","29,464","9,498"
"T20090013928","29,425","9,391"
"T20090013937","29,837","8,716"
"T20090013941","35,149","103,621"
"T20090013998","10,592","1,000"
"T20090014040","868","6,379"
"T20090014051","29,893","1,001"
"T20090014063","34,986","6,547"
"T20090014066","30,002","6,047"
"T20090014158","228","9,406"
"T20090014325","32,435","5,707"
"T20090014385","36,214","9,298"
"T20090014401","34,918","102,787"
"T20090014424","36,525","101,711"
"T20090014461","29,375","9,241"
"T20090014463","30,349","101,938"
"T20090014509","29,710","6,284"
"T20090014512","29,947","7,711"
"T20090014534","68,506","5,767"
"T20090014535","277,173","6,789"
"T20090014597","223,650","7,599"
"T20090014686","32,692","6,010"
"T20090014742","32,393","5,674"
"T20090014812","43,567","6,769"
"T20090014823","29,517","9,254"
"T20090014928","43,935","106,073"
"T20090014934","29,511","103,751"
"T20090014977","222,303","6,703"
"T20090015087","35,081","6,743"
"T20090015130","33,759","5,763"
"T20090015209","42,176","6,116"
"T20090015224","792","6,047"
"T20090015284","50,405","8,015"
"T20090015313","29,618","5,570"
"T20090015374","29,364","9,206"
"T20090015399","67,715","5,634"
"T20090015405","298","8,783"
"T20090015406","34,970","8,757"
"T20090015500","29,667","5,814"
"T20090015561","29,860","6,230"
"T20090015569","41,363","5,891"
"T20090015596","29,566","5,350"
"T20090015746","30,007","7,737"
"T20090015803","222,387","8,563"
"T20090015812","29,950","7,765"
"T20090015944","57,779","5,397"
"T20090015955","35,992","102,956"
"T20090016025","29,390","104,777"
"T20090016081","29,908","8,608"
"T20090016147","410","9,023"
"T20090016153","223,666","105,427"
"T20090016278","64,852","9,214"
"T20090016292","29,491","9,007"
"T20090016327","29,877","6,511"
"T20090016353","35,182","100,417"
"T20090016389","29,999","2,254"
"T20090016430","29,631","8,843"
"T20090016450","222,637","104,459"
"T20090016469","43,152","6,282"
"T20090016491","10,592","1,000"
"T20090016562","72,427","101,708"
"T20090016585","50,177","7,795"
"T20090016592","32,247","5,598"
"T20090016739","32,492","5,734"
"T20090016783","33,419","7,734"
"T20090016805","57,709","9,390"
"T20090016832","42,474","6,050"
"T20090016883","51,855","4,024"
"T20090016982","17,614","3,095"
"T20090017004","44,835","1,304"
"T20090017020","29,744","6,761"
"T20090017108","32,382","5,669"
"T20090017124","42,081","102,946"
"T20090017158","53,208","7,820"
"T20090017168","69,137","5,930"
"T20090017173","50,013","7,723"
"T20090017184","29,395","8,853"
"T20090017269","29,743","6,777"
"T20090017412","222,523","5,527"
"T20090017510","39,728","8,941"
"T20090017531","29,832","9,142"
"T20090017539","35,636","1,022"
"T20090017600","38,694","8,690"
"T20090017692","883","8,959"
"T20090017697","222,798","9,463"
"T20090017788","83","9,299"
"T20090017922","40,035","9,465"
"T20090017931","277,179","3,252"
"T20090017938","29,871","9,061"
"T20090017983","223,803","102,958"
"T20090018001","15,443","100,568"
"T20090018034","57,531","9,555"
"T20090018071","222,851","1,029"
"T20090018108","46,284","106,082"
"T20090018119","223,694","7,615"
"T20090018167","43,152","6,282"
"T20090018378","226,486","1,002"
"T20090018466","42,791","6,316"
"T20090018522","224,767","9,146"
"T20090018530","49,680","7,608"
"T20090018566","222,826","100,784"
"T20090018606","38,155","9,047"
"T20090018611","60,301","3,251"
"T20090018624","40,914","5,669"
"T20090018715","222,859","7,813"
"T20090018796","36,858","9,413"
"T20090018805","222,946","9,245"
"T20090018827","42,947","6,311"
"T20090018887","49,349","3,036"
"T20090018916","29,454","9,460"
"T20090018968","222,991","102,035"
"T20090019000","73,005","101,378"
"T20090019015","222,997","103,643"
"T20090019028","39,558","5,308"
"T20090019112","42,157","6,092"
"T20090019153","43,662","8,536"
"T20090019183","55,834","1,208"
"T20090019257","56,087","1,160"
"T20090019266","42,155","6,101"
"T20090019273","45,139","9,159"
"T20090019293","222,986","4,178"
"T20090019357","37,777","8,681"
"T20090019359","36,982","9,440"
"T20090019412","43,895","6,606"
"T20090019438","57,629","1,027"
"T20090019459","28,872","6,424"
"T20090019460","223,021","100,157"
"T20090019473","44,997","9,143"
"T20090019480","673","5,849"
"T20090019620","29,870","9,419"
"T20090019650","29,464","9,498"
"T20090019735","53,021","2,355"
"T20090019740","40,149","103,614"
"T20090019753","39,112","103,335"
"T20090019776","39,137","103,334"
"T20090019778","37,587","9,463"
"T20090019912","599","5,491"
"T20090019920","66,242","5,365"
"T20090019931","37,908","105,057"
"T20090019980","36,291","9,323"
"T20090020000","223,225","8,644"
"T20090020016","223,228","7,765"
"T20090020064","43,859","6,583"
"T20090020075","44,123","103,218"
"T20090020087","228","9,406"
"T20090020142","22,677","2,144"
"T20090020225","39,728","8,941"
"T20090020347","65,450","5,232"
"T20090020385","84","5,272"
"T20090020432","29,538","5,365"
"T20090020501","57,576","106,088"
"T20090020509","232,708","5,336"
"T20090020574","224,568","5,794"
"T20090020657","42,815","6,381"
"T20090020782","223,296","6,057"
"T20090020794","42,451","6,033"
"T20090020865","223,311","5,789"
"T20090020971","223,319","6,815"
"T20090020993","38,608","8,685"
"T20090021040","41,804","5,892"
"T20090021149","42,575","6,162"
"T20090021169","223,310","8,703"
"T20090021198","42,805","6,348"
"T20090021247","43,152","6,282"
"T20090021278","41,713","5,715"
"T20090021299","69,231","5,947"
"T20090021329","29,517","9,254"
"T20090021336","223,339","7,669"
"T20090021454","43,674","8,537"
"T20090021564","37,143","9,418"
"T20090021712","42,822","8,978"
"T20090021771","36,731","5,673"
"T20090021772","57,530","5,678"
"T20090021910","46,255","5,123"
"T20090022013","224,062","3,033"
"T20090022037","33,759","5,763"
"T20090022061","223,441","2,254"
"T20090022066","43,419","6,631"
"T20090022117","225,952","9,060"
"T20090022154","35,588","6,065"
"T20090022196","223,918","102,023"
"T20090022205","41,415","102,688"
"T20090022268","221,370","3,155"
"T20090022312","37,452","100,635"
"T20090022486","57,887","102,590"
"T20090022518","29,559","5,298"
"T20090022550","36,230","9,314"
"T20090022651","224,013","2,198"
"T20090022662","54,212","5,012"
"T20090022676","43,035","6,364"
"T20090022848","45,641","9,164"
"T20090022856","40,500","5,518"
"T20090022863","57,474","9,414"
"T20090022893","224,139","102,788"
"T20090022905","57,305","4,159"
"T20090022953","43,892","6,600"
"T20090023109","35,532","5,593"
"T20090023137","224,040","9,440"
"T20090023197","54,089","6,083"
"T20090023208","34,171","106,088"
"T20090023230","40,576","5,599"
"T20090023331","70,759","6,386"
"T20090023348","72,946","1,241"
"T20090023418","224,163","2,051"
"T20090023481","38,859","8,708"
"T20090023527","38,009","9,179"
"T20090023550","32,079","106,094"
"T20090023568","52,112","1,156"
"T20090023630","37,585","9,474"
"T20090023633","56,077","7,724"
"T20090023670","42,414","6,097"
"T20090023738","41,777","5,790"
"T20090023849","37,753","8,679"
"T20090023896","35,824","106,096"
"T20090023960","45,763","8,864"
"T20090023976","37,312","103,669"
"T20090024046","48,590","1,006"
"T20090024059","40,831","5,581"
